Date,Open,High,Low,Close,Volume,Change
2016_4_8_,1240.4,1244.6,1231.2,1242,-,0.47%
2016_4_7_,1224.8,1242.9,1224.6,1236.2,-,1.12%
2016_4_6_,1230.4,1230.4,1217.6,1222.5,0.25K,-0.48%
2016_4_5_,1215.4,1236.7,1215.4,1228.4,0.48K,0.85%
2016_4_4_,1221.7,1222.3,1215,1218,2.04K,-0.34%
2016_4_1_,1232.3,1235.2,1209.2,1222.2,1.60K,-0.97%
2016_3_31_,1225.6,1239.6,1224.5,1234.2,3.38K,0.59%
2016_3_30_,1241.4,1245,1223.4,1226.9,48.25K,-0.70%
2016_3_29_,1217.8,1217.8,1217.7,1235.6,0.04K,1.29%
2016_3_28_,1211.5,1222.2,1210,1219.9,0.03K,0.26%
2016_3_25_,1216.7,1216.7,1216.7,1216.7,-,-0.38%
2016_3_24_,1214.2,1221.3,1214.2,1221.4,0.01K,-0.19%
2016_3_23_,1247.7,1247.7,1218.6,1223.7,0.03K,-1.96%
2016_3_22_,1244,1252.4,1243.8,1248.2,0.02K,0.35%
2016_3_21_,1256.2,1256.2,1243.4,1243.8,1.06K,-0.80%
2016_3_18_,1257.1,1264.4,1251.5,1253.8,0.54K,-0.85%
2016_3_17_,1261.5,1270.1,1255.9,1264.5,0.03K,2.86%
2016_3_16_,1229.5,1263.8,1228.9,1229.3,0.05K,-0.09%
2016_3_15_,1228.3,1236,1228,1230.4,0.04K,-1.13%
2016_3_14_,1256,1258,1234.5,1244.4,0.06K,-1.14%
2016_3_11_,1270,1280.7,1249.4,1258.7,0.09K,-1.05%
2016_3_10_,1250,1273,1237.5,1272,0.12K,1.23%
2016_3_9_,1254.5,1260,1244.8,1256.6,0.08K,-0.44%
2016_3_8_,1268.7,1276.3,1261,1262.1,0.04K,-0.09%
2016_3_7_,1259.8,1272.3,1259.7,1263.2,0.07K,-0.53%
2016_3_4_,1263,1279.9,1250.9,1269.9,0.27K,0.99%
2016_3_3_,1238.4,1267.9,1238,1257.4,0.12K,1.31%
2016_3_2_,1232.8,1242.6,1226,1241.1,0.27K,0.88%
2016_3_1_,1240.5,1248.4,1229,1230.3,0.48K,-0.29%
2016_2_29_,1218.6,1241,1218.6,1233.9,0.58K,1.16%
2016_2_26_,1232.4,1239.1,1212.2,1219.8,0.66K,-1.49%
2016_2_25_,1239.4,1241.5,1235,1238.2,0.05K,-0.04%
2016_2_24_,1230,1250.1,1230,1238.7,0.11K,1.34%
2016_2_23_,1207.4,1226.1,1207.4,1222.3,0.35K,1.06%
2016_2_22_,1226.1,1226.1,1203,1209.5,0.28K,-1.70%
2016_2_19_,1230.8,1232.8,1221.8,1230.4,0.08K,0.35%
2016_2_18_,1209.6,1239.2,1201.6,1226.1,0.32K,1.24%
2016_2_17_,1196.5,1212.9,1196.5,1211.1,0.05K,0.26%
2016_2_16_,1233.1,1233.6,1193.6,1207.9,0.42K,-0.02%
2016_2_15_,1234,1235.1,1202.8,1208.1,-,-2.07%
2016_2_14_,1235.7,1235.9,1231.4,1233.6,-,-0.44%
2016_2_12_,1247.8,1247.8,1233.5,1239.1,0.25K,-0.71%
2016_2_11_,1205.6,1260.8,1204.6,1247.9,1.00K,4.45%
2016_2_10_,1189.8,1197.7,1182.1,1194.7,0.67K,-0.33%
2016_2_9_,1188.7,1199.2,1186.7,1198.7,0.70K,0.07%
2016_2_8_,1173.5,1200.4,1165,1197.9,0.93K,3.46%
2016_2_5_,1155.6,1174.8,1146,1157.8,0.88K,0.02%
2016_2_4_,1142.5,1157.3,1141,1157.6,0.77K,1.43%
2016_2_3_,1128.5,1146,1125,1141.3,1.63K,1.24%
2016_2_2_,1128.3,1131.4,1123,1127.3,1.23K,-0.05%
2016_2_1_,1116.7,1130,1115.3,1127.9,1.68K,1.03%
2016_1_29_,1114.4,1118.6,1108.8,1116.4,6.96K,0.07%
2016_1_28_,1125.4,1125.7,1109.8,1115.6,52.86K,-0.04%
2016_1_27_,1117.8,1117.8,1115.8,1116.1,0.01K,-0.50%
2016_1_26_,1115.1,1115.9,1114.3,1121.7,0.18K,1.40%
2016_1_25_,1099.3,1109.3,1099.3,1106.2,0.01K,0.82%
2016_1_22_,1098,1103.2,1098,1097.2,-,-0.17%
2016_1_21_,1103.6,1103.6,1094.1,1099.1,0.02K,-0.72%
2016_1_20_,1099.8,1109.8,1099.8,1107.1,0.03K,1.58%
2016_1_19_,1089.8,1094.4,1084.9,1089.9,0.02K,0.13%
2016_1_18_,1090.2,1093.3,1087.4,1088.5,-,-0.17%
2016_1_17_,1088.6,1090.8,1088.6,1090.3,-,-0.11%
2016_1_15_,1085,1095.8,1081.8,1091.5,0.04K,1.64%
2016_1_14_,1091.5,1091.5,1073.7,1073.9,0.06K,-1.25%
2016_1_13_,1081.5,1093.9,1081.5,1087.5,0.05K,0.18%
2016_1_12_,1093.8,1098.5,1084,1085.6,0.09K,-0.99%
2016_1_11_,1105.7,1107.9,1096.5,1096.5,0.04K,-0.12%
2016_1_8_,1111.1,1111.1,1093,1097.8,0.10K,-0.89%
2016_1_7_,1091.6,1109.4,1091.6,1107.7,0.12K,1.45%
2016_1_6_,1081.6,1093.7,1081.6,1091.9,0.05K,1.25%
2016_1_5_,1075.6,1081.5,1075.3,1078.4,0.08K,0.31%
2016_1_4_,1063.4,1082.5,1063.2,1075.1,0.14K,1.40%
2015_12_31_,1061.9,1062,1058.5,1060.3,0.01K,0.02%
2015_12_30_,1068.6,1070.2,1059.7,1060.1,0.07K,-1.61%
2015_12_29_,1079.1,1079.7,1079.1,1077.5,0.07K,0.65%
2015_12_28_,1077.9,1098.8,1073.6,1070.5,0.36K,-0.62%
2015_12_24_,1074.3,1077.8,1073.5,1077.2,0.02K,0.73%
2015_12_23_,1074.5,1074.8,1070,1069.4,0.20K,-0.50%
2015_12_22_,1078.6,1078.6,1073.8,1074.8,0.11K,-0.66%
2015_12_21_,1070.2,1081.5,1070.2,1081.9,0.03K,1.47%
2015_12_18_,1053.7,1070.3,1052.7,1066.2,0.25K,1.47%
2015_12_17_,1072.6,1072.6,1050.5,1050.8,0.06K,-2.52%
2015_12_16_,1064.8,1078.7,1064.3,1078,0.08K,1.42%
2015_12_15_,1064.6,1066.2,1061.8,1062.9,0.22K,-0.17%
2015_12_14_,1074,1076.7,1060,1064.7,0.51K,-1.13%
2015_12_11_,1067.8,1079.4,1064.4,1076.9,0.41K,0.35%
2015_12_10_,1073,1076.3,1071.7,1073.1,0.23K,-0.42%
2015_12_9_,1075.1,1086,1070.6,1077.6,0.39K,0.12%
2015_12_8_,1071,1078.4,1069.6,1076.3,0.31K,-0.01%
2015_12_7_,1084.9,1086.5,1067.4,1076.4,0.66K,-0.75%
2015_12_4_,1063,1088.8,1058.7,1084.5,0.89K,2.15%
2015_12_3_,1054.4,1064.6,1046.2,1061.7,1.16K,0.71%
2015_12_2_,1068.7,1069.5,1049.6,1054.2,0.50K,-0.90%
2015_12_1_,1064.6,1074.6,1063.4,1063.8,3.44K,-0.19%
2015_11_30_,1056.5,1068.4,1052.1,1065.8,4.60K,0.91%
2015_11_27_,1070.7,1074.2,1051.1,1056.2,52.13K,-1.36%
2015_11_26_,1070.1,1074.2,1069.2,1070.8,-,0.03%
2015_11_25_,1070.2,1072,1068.5,1070.5,0.06K,-0.35%
2015_11_24_,1073.2,1079.4,1073.2,1074.3,0.22K,0.70%
2015_11_23_,1070,1071.5,1067.3,1066.8,0.06K,-0.89%
2015_11_20_,1082.9,1082.9,1082.9,1076.4,0.01K,-0.15%
2015_11_19_,1077.4,1082.4,1077.4,1078,0.01K,0.86%
2015_11_18_,1064,1071.9,1064,1068.8,0.01K,0.01%
2015_11_17_,1075.5,1075.8,1065.1,1068.7,0.01K,-1.38%
2015_11_16_,1092,1092.4,1085.4,1083.7,0.01K,0.27%
2015_11_13_,1083.1,1085.9,1081.3,1080.8,0.02K,0.00%
2015_11_12_,1086,1086.6,1086,1080.8,-,-0.36%
2015_11_11_,1091.4,1091.4,1084.2,1084.7,0.02K,-0.32%
2015_11_10_,1090.1,1091.3,1085,1088.2,0.02K,0.03%
2015_11_9_,1088.6,1088.6,1088.6,1087.9,0.01K,0.03%
2015_11_6_,1105.2,1109.5,1084.8,1087.6,0.08K,-1.52%
2015_11_5_,1107.9,1110.7,1104.5,1104.4,0.08K,-0.19%
2015_11_4_,1119,1121.9,1106.7,1106.5,0.14K,-0.69%
2015_11_3_,1133.3,1134.7,1114.2,1114.2,0.19K,-1.90%
2015_11_2_,1137.9,1138.7,1132.6,1135.8,0.18K,-0.50%
2015_10_30_,1147.5,1147.6,1139.2,1141.5,0.25K,-0.50%
2015_10_29_,1158,1162,1144.9,1147.2,0.33K,-2.54%
2015_10_28_,1175.1,1182.7,1175.1,1177.1,0.09K,0.88%
2015_10_27_,1164.5,1166.1,1162,1166.8,0.30K,-0.02%
2015_10_26_,1165.1,1170,1163.8,1167,0.18K,0.32%
2015_10_23_,1166.2,1178.7,1163.3,1163.3,0.04K,-0.28%
2015_10_22_,1166.2,1168.6,1163.5,1166.6,0.05K,-0.09%
2015_10_21_,1175.9,1176.4,1164.9,1167.6,0.04K,-0.88%
2015_10_20_,1168.7,1179.1,1168.7,1178,0.02K,0.40%
2015_10_19_,1176.5,1177.8,1169.3,1173.3,0.06K,-0.87%
2015_10_16_,1182.5,1184.1,1176.2,1183.6,0.24K,-0.36%
2015_10_15_,1184.2,1188.3,1177.8,1187.9,0.14K,0.66%
2015_10_14_,1172.4,1189,1167.3,1180.1,0.14K,1.23%
2015_10_13_,1163.5,1166.2,1154.9,1165.8,0.13K,0.08%
2015_10_12_,1155.9,1166.8,1155.9,1164.9,0.04K,0.74%
2015_10_9_,1151.6,1157.2,1151.6,1156.3,0.02K,1.01%
2015_10_8_,1142.7,1146.7,1138.7,1144.7,0.14K,-0.37%
2015_10_7_,1147.6,1152.9,1143,1149,0.10K,0.19%
2015_10_6_,1136.3,1150,1136.3,1146.8,0.15K,0.76%
2015_10_5_,1137.1,1141.7,1132.5,1138.1,0.23K,0.09%
2015_10_2_,1112.2,1141.2,1105.8,1137.1,0.32K,2.06%
2015_10_1_,1115.2,1119,1113.3,1114.2,1.18K,-0.12%
2015_9_30_,1124.3,1126,1112.1,1115.5,0.87K,-1.03%
2015_9_29_,1132.2,1134.4,1124.3,1127.1,2.42K,-0.43%
2015_9_28_,1133.2,1133.2,1133.1,1132,0.01K,-1.22%
2015_9_25_,1149.8,1149.8,1143.4,1146,0.06K,-0.68%
2015_9_24_,1133,1155.9,1133,1153.8,0.04K,1.96%
2015_9_23_,1128.6,1132.2,1128.3,1131.6,0.03K,0.59%
2015_9_22_,1132.6,1135,1122.5,1125,0.04K,-0.71%
2015_9_21_,1137.6,1138.5,1130.8,1133.1,0.02K,-0.44%
2015_9_18_,1128.3,1141.2,1127.8,1138.1,0.06K,1.86%
2015_9_17_,1118.6,1130.5,1117.1,1117.3,0.01K,-0.17%
2015_9_16_,1109.8,1119.9,1109.8,1119.2,0.03K,1.49%
2015_9_15_,1104.5,1104.5,1103,1102.8,0.01K,-0.44%
2015_9_14_,1107.8,1108.6,1104.1,1107.7,0.02K,0.38%
2015_9_11_,1110.8,1111.7,1098.2,1103.5,0.08K,-0.54%
2015_9_10_,1107.3,1113.5,1105.5,1109.5,0.06K,0.66%
2015_9_9_,1123.5,1123.5,1102.1,1102.2,0.15K,-1.62%
2015_9_8_,1119.8,1122.5,1116.4,1120.4,0.14K,0.04%
2015_9_7_,1119.5,1124,1115.2,1119.9,-,0.00%
2015_9_6_,1122.3,1123.1,1119.6,1119.9,-,-0.06%
2015_9_4_,1123.4,1125.2,1116.2,1120.6,0.05K,-0.28%
2015_9_3_,1130.3,1132.9,1120.3,1123.7,0.12K,-0.78%
2015_9_2_,1137.3,1140.4,1130.8,1132.5,0.20K,-0.54%
2015_9_1_,1133.5,1144.7,1133.5,1138.7,0.38K,0.63%
2015_8_31_,1131.1,1134,1124.8,1131.6,0.19K,-0.13%
2015_8_28_,1125.3,1139,1123.6,1133.1,0.28K,0.95%
2015_8_27_,1127.2,1127.4,1118.4,1122.4,0.13K,-0.20%
2015_8_26_,1139.2,1143,1119.6,1124.6,0.12K,-1.19%
2015_8_25_,1151.5,1155.5,1134,1138.2,0.22K,-1.32%
2015_8_24_,1164,1169,1147.5,1153.4,0.30K,-0.53%
2015_8_21_,1154.1,1166.5,1150.5,1159.6,0.26K,0.57%
2015_8_20_,1132.8,1153.3,1132.8,1153,0.41K,2.21%
2015_8_19_,1117,1134.3,1116.8,1128.1,0.35K,0.98%
2015_8_18_,1118.2,1118.4,1110,1117.1,0.48K,-0.13%
2015_8_17_,1113.8,1122,1113.8,1118.6,0.40K,0.51%
2015_8_14_,1113.9,1118.8,1112.5,1112.9,0.91K,-0.25%
2015_8_13_,1124.3,1124.3,1113,1115.7,0.44K,-0.67%
2015_8_12_,1106,1124.5,1101.5,1123.2,0.80K,1.41%
2015_8_11_,1103.8,1116.7,1094,1107.6,1.00K,0.31%
2015_8_10_,1093.2,1107.6,1089.5,1104.2,0.90K,0.92%
2015_8_7_,1088.9,1098.3,1081.7,1094.1,0.61K,0.36%
2015_8_6_,1084.4,1092.2,1083.6,1090.2,0.27K,0.41%
2015_8_5_,1086.5,1090.6,1082.5,1085.7,1.21K,-0.46%
2015_8_4_,1085.1,1093.9,1080.5,1090.7,1.14K,0.12%
2015_8_3_,1095.5,1097.1,1085,1089.4,2.42K,-0.50%
2015_7_31_,1087.7,1102.8,1079.1,1094.9,5.70K,0.60%
2015_7_30_,1096.1,1097.5,1081,1088.4,49.30K,-0.39%
2015_7_29_,1096.4,1096.9,1093.6,1092.7,0.01K,-0.33%
2015_7_28_,1097.2,1097.7,1097,1096.3,0.03K,-0.02%
2015_7_27_,1100,1102.5,1093.9,1096.5,0.02K,1.00%
2015_7_24_,1078.6,1100.7,1078.6,1085.6,0.05K,-0.77%
2015_7_23_,1097.4,1097.6,1087.8,1094,0.06K,0.24%
2015_7_22_,1093,1095,1086,1091.4,0.05K,-1.09%
2015_7_21_,1097.1,1106.4,1097.1,1103.4,0.12K,-0.30%
2015_7_20_,1130.4,1130.7,1095.1,1106.7,0.19K,-2.22%
2015_7_17_,1144,1144,1130.2,1131.8,0.12K,-1.05%
2015_7_16_,1146.2,1146.2,1142.9,1143.8,0.01K,-0.30%
2015_7_15_,1154,1154.2,1144.8,1147.2,0.02K,-0.53%
2015_7_14_,1157.2,1157.2,1153,1153.3,0.04K,-0.16%
2015_7_13_,1159,1159,1151.2,1155.2,0.01K,-0.22%
2015_7_10_,1160.1,1162.9,1157.5,1157.7,0.03K,-0.11%
2015_7_9_,1154.8,1163.6,1154.8,1159,0.07K,-0.37%
2015_7_8_,1152.6,1161.7,1146.4,1163.3,0.07K,0.95%
2015_7_7_,1166.8,1166.8,1149.5,1152.4,0.47K,-1.75%
2015_7_6_,1163.9,1173,1162.2,1172.9,0.63K,0.44%
2015_7_3_,1164.7,1169,1164.6,1167.8,-,0.41%
2015_7_2_,1166.4,1168.1,1155.5,1163,0.32K,-0.51%
2015_7_1_,1173.1,1173.1,1166.6,1169,0.46K,-0.21%
2015_6_30_,1176.3,1176.4,1166.6,1171.5,0.22K,-0.59%
2015_6_29_,1185.1,1186,1173.8,1178.5,0.17K,0.48%
2015_6_26_,1170.5,1170.5,1170.5,1172.9,0.03K,0.12%
2015_6_25_,1175.8,1175.9,1171.7,1171.5,0.10K,-0.09%
2015_6_24_,1176.6,1177.4,1170.7,1172.6,0.26K,-0.31%
2015_6_23_,1183.8,1186,1176.8,1176.2,0.06K,-0.63%
2015_6_22_,1197.8,1197.8,1182.7,1183.7,0.03K,-1.48%
2015_6_19_,1199.7,1203.1,1199.7,1201.5,0.14K,0.00%
2015_6_18_,1183.4,1202,1183.4,1201.5,0.13K,2.13%
2015_6_17_,1177.6,1186.3,1174.9,1176.4,0.17K,-0.35%
2015_6_16_,1186.5,1186.5,1175.9,1180.5,0.03K,-0.40%
2015_6_15_,1179.9,1188.5,1172.7,1185.3,0.10K,0.55%
2015_6_12_,1180.4,1181.2,1176.2,1178.8,0.14K,-0.09%
2015_6_11_,1183.2,1183.2,1174.4,1179.9,0.07K,-0.52%
2015_6_10_,1176.1,1190.1,1175.6,1186.1,0.30K,0.75%
2015_6_9_,1172.9,1181.6,1172.7,1177.3,0.14K,0.35%
2015_6_8_,1169.5,1176.1,1169.1,1173.2,0.17K,0.46%
2015_6_5_,1176.4,1177.3,1163.3,1167.8,0.39K,-0.60%
2015_6_4_,1184.9,1185.5,1173,1174.9,0.45K,-0.83%
2015_6_3_,1193.9,1193.9,1179.1,1184.7,0.63K,-0.79%
2015_6_2_,1189,1194.9,1186,1194.1,1.00K,0.49%
2015_6_1_,1190.6,1204,1184.3,1188.3,1.24K,-0.09%
2015_5_29_,1187.8,1193.3,1185.7,1189.4,4.75K,0.11%
2015_5_28_,1187.1,1192,1179.6,1188.1,52.71K,0.19%
2015_5_27_,1185.9,1185.9,1185.9,1185.9,0.03K,-0.11%
2015_5_26_,1193.6,1195,1186,1187.2,0.04K,-1.67%
2015_5_25_,1204.6,1209,1203.3,1207.4,-,0.25%
2015_5_24_,1205.8,1205.8,1203.9,1204.4,-,0.01%
2015_5_22_,1211.6,1211.9,1205.7,1204.3,0.01K,-0.01%
2015_5_21_,1204.5,1204.5,1203.7,1204.4,0.04K,-0.37%
2015_5_20_,1205.1,1210.8,1205.1,1208.9,0.01K,0.17%
2015_5_19_,1223.9,1223.9,1206,1206.9,0.01K,-1.70%
2015_5_18_,1224.5,1228.1,1222.6,1227.8,0.01K,0.19%
2015_5_15_,1218.5,1224.7,1214.8,1225.5,0.01K,0.01%
2015_5_14_,1214.5,1225.6,1214.5,1225.4,0.04K,0.57%
2015_5_13_,1192.7,1217.3,1191,1218.4,0.03K,2.16%
2015_5_12_,1194.6,1194.8,1189.7,1192.6,0.01K,0.79%
2015_5_11_,1189.7,1190.5,1179.3,1183.2,0.03K,-0.50%
2015_5_8_,1183.3,1187.5,1182.9,1189.1,0.05K,0.57%
2015_5_7_,1181.5,1186,1179.7,1182.4,0.04K,-0.66%
2015_5_6_,1194.5,1194.6,1189.9,1190.3,0.01K,-0.24%
2015_5_5_,1187.5,1198.7,1186.9,1193.2,0.05K,0.54%
2015_5_4_,1177.5,1189.4,1177.5,1186.8,0.04K,1.05%
2015_5_1_,1178.1,1178.1,1170,1174.5,0.02K,-0.67%
2015_4_30_,1203.1,1205.9,1176.7,1182.4,0.14K,-2.26%
2015_4_29_,1211.2,1212.6,1201.9,1209.8,0.11K,-0.35%
2015_4_28_,1199.7,1205.9,1199.7,1214,0.01K,0.89%
2015_4_27_,1182.3,1206.7,1181.4,1203.3,0.19K,2.39%
2015_4_24_,1192.3,1194.7,1174.6,1175.2,0.05K,-1.61%
2015_4_23_,1187.2,1197,1186.1,1194.4,0.33K,0.63%
2015_4_22_,1199.1,1202.6,1185.2,1186.9,0.09K,-1.33%
2015_4_21_,1193.2,1202.2,1192.8,1202.9,0.03K,0.79%
2015_4_20_,1205.7,1206.9,1191,1193.5,0.07K,-0.78%
2015_4_17_,1200.2,1206,1200.2,1202.9,0.02K,0.41%
2015_4_16_,1204.3,1208.5,1194.6,1198,0.20K,-0.29%
2015_4_15_,1194.6,1203.1,1188.6,1201.5,0.20K,0.73%
2015_4_14_,1198.8,1200.6,1184.1,1192.8,0.55K,-0.54%
2015_4_13_,1208.1,1208.1,1198.3,1199.3,0.42K,-0.44%
2015_4_10_,1195.8,1210.4,1194,1204.6,0.20K,0.92%
2015_4_9_,1201.7,1202.5,1193,1193.6,0.52K,-0.79%
2015_4_8_,1208.9,1211.4,1197.6,1203.1,0.24K,-0.62%
2015_4_7_,1214.8,1214.8,1208.2,1210.6,0.41K,-0.66%
2015_4_6_,1209.9,1224.2,1209.9,1218.6,0.34K,1.47%
2015_4_3_,1200.9,1200.9,1200.9,1200.9,-,0.00%
2015_4_2_,1204,1205.7,1194.8,1200.9,1.68K,-0.60%
2015_4_1_,1182.9,1208.2,1181,1208.1,1.63K,2.11%
2015_3_31_,1185.8,1190.1,1178.2,1183.1,3.41K,-0.14%
2015_3_30_,1198,1198.5,1181.6,1184.8,37.99K,-1.25%
2015_3_27_,1197,1197,1196.3,1199.8,-,-0.44%
2015_3_26_,1198.2,1213.7,1198.2,1205.1,0.07K,0.65%
2015_3_25_,1192.5,1199.2,1190.3,1197.3,0.01K,0.47%
2015_3_24_,1188,1193,1186,1191.7,0.41K,0.31%
2015_3_23_,1181.6,1182.9,1181.2,1188,0.01K,0.27%
2015_3_20_,1171,1185.4,1171,1184.8,0.05K,1.34%
2015_3_19_,1171.6,1171.6,1159.3,1169.1,0.04K,1.54%
